winner_rank,loser_rank
12.0,156.0
87.0,119.0
204.0,131.0
203.0,38.0
71.0,346.0
135.0,201.0
78.0,52.0
51.0,149.0
74.0,1058.0
144.0,86.0
36.0,125.0
75.0,123.0
156.0,56.0
44.0,122.0
122.0,173.0
44.0,45.0
173.0,14.0
122.0,77.0
44.0,34.0
45.0,136.0
14.0,58.0
173.0,63.0
122.0,33.0
77.0,108.0
44.0,62.0
34.0,81.0
45.0,620.0
136.0,84.0
14.0,165.0
58.0,154.0
173.0,472.0
63.0,61.0
33.0,124.0
122.0,57.0
108.0,277.0
77.0,41.0
44.0,55.0
62.0,151.0
81.0,121.0
34.0,101.0
45.0,412.0
620.0,274.0
84.0,70.0
136.0,23.0
5.0,12.0
12.0,121.0
5.0,2.0
121.0,14.0
12.0,19.0
5.0,11.0
2.0,33.0
14.0,50.0
121.0,42.0
19.0,4.0
12.0,6.0
11.0,13.0
5.0,17.0
33.0,8.0
2.0,20.0
50.0,84.0
14.0,120.0
42.0,10.0
121.0,9.0
4.0,61.0
19.0,63.0
12.0,51.0
6.0,22.0
11.0,160.0
13.0,41.0
17.0,25.0
5.0,45.0
8.0,77.0
33.0,18.0
20.0,272.0
2.0,55.0
84.0,37.0
120.0,44.0
14.0,52.0
10.0,81.0
42.0,28.0
121.0,36.0
61.0,40.0
63.0,59.0
19.0,43.0
12.0,24.0
51.0,29.0
22.0,31.0
160.0,38.0
41.0,49.0
13.0,86.0
17.0,64.0
25.0,465.0
45.0,39.0
77.0,23.0
33.0,35.0
18.0,67.0
20.0,150.0
272.0,66.0
55.0,75.0
31.0,44.0
44.0,127.0
31.0,37.0
127.0,363.0
44.0,41.0
37.0,88.0
31.0,84.0
127.0,29.0
363.0,266.0
41.0,197.0
44.0,201.0
88.0,229.0
37.0,232.0
84.0,124.0
31.0,177.0
29.0,260.0
127.0,276.0
266.0,239.0
363.0,135.0
41.0,419.0
197.0,364.0
201.0,242.0
44.0,237.0
88.0,330.0
229.0,424.0
232.0,343.0
37.0,191.0
84.0,539.0
124.0,969.0
177.0,699.0
31.0,384.0
163.0,106.0
106.0,133.0
163.0,141.0
133.0,104.0
106.0,111.0
141.0,183.0
163.0,92.0
104.0,271.0
133.0,418.0
111.0,225.0
106.0,696.0
141.0,157.0
183.0,186.0
163.0,142.0
92.0,219.0
104.0,251.0
271.0,254.0
418.0,370.0
133.0,200.0
111.0,140.0
225.0,212.0
696.0,164.0
106.0,279.0
141.0,134.0
157.0,233.0
186.0,940.0
183.0,118.0
142.0,391.0
163.0,213.0
219.0,224.0
92.0,287.0
1.0,45.0
48.0,70.0
66.0,266.0
20.0,41.0
14.0,42.0
53.0,166.0
35.0,72.0
59.0,8.0
4.0,194.0
75.0,25.0
34.0,99.0
19.0,86.0
50.0,15.0
32.0,76.0
29.0,114.0
61.0,6.0
9.0,55.0
38.0,153.0
100.0,44.0
12.0,26.0
21.0,36.0
24.0,22.0
27.0,187.0
63.0,5.0
10.0,65.0
58.0,125.0
31.0,139.0
13.0,291.0
17.0,39.0
37.0,47.0
40.0,28.0
2.0,80.0
1.0,48.0
20.0,66.0
14.0,53.0
35.0,59.0
4.0,75.0
34.0,19.0
32.0,50.0
61.0,29.0
9.0,38.0
12.0,100.0
24.0,21.0
27.0,63.0
10.0,58.0
13.0,31.0
17.0,37.0
2.0,40.0
20.0,1.0
14.0,35.0
34.0,4.0
32.0,61.0
9.0,12.0
27.0,24.0
13.0,10.0
2.0,17.0
14.0,20.0
34.0,32.0
9.0,27.0
2.0,13.0
34.0,14.0
2.0,9.0
34.0,2.0
14.0,9.0
17.0,2.0
17.0,3.0
2.0,4.0
17.0,10.0
3.0,41.0
4.0,5.0
2.0,12.0
17.0,38.0
10.0,15.0
3.0,18.0
41.0,11.0
5.0,13.0
4.0,47.0
12.0,8.0
2.0,20.0
38.0,59.0
17.0,39.0
15.0,85.0
10.0,70.0
3.0,33.0
18.0,86.0
41.0,27.0
11.0,67.0
5.0,42.0
13.0,121.0
47.0,19.0
4.0,44.0
8.0,74.0
12.0,58.0
20.0,16.0
2.0,37.0
59.0,62.0
39.0,57.0
85.0,49.0
70.0,360.0
33.0,32.0
86.0,68.0
41.0,80.0
67.0,23.0
42.0,28.0
121.0,25.0
47.0,30.0
44.0,43.0
74.0,24.0
58.0,22.0
20.0,40.0
37.0,61.0
4.0,23.0
4.0,15.0
23.0,62.0
4.0,68.0
15.0,36.0
23.0,20.0
62.0,8.0
4.0,39.0
68.0,27.0
15.0,40.0
36.0,52.0
23.0,102.0
20.0,96.0
62.0,55.0
8.0,100.0
39.0,51.0
27.0,22.0
68.0,26.0
15.0,79.0
40.0,42.0
36.0,29.0
52.0,72.0
23.0,24.0
102.0,94.0
96.0,21.0
20.0,66.0
62.0,16.0
55.0,37.0
100.0,426.0
1.0,29.0
87.0,184.0
47.0,130.0
89.0,31.0
62.0,24.0
52.0,91.0
51.0,724.0
17.0,67.0
12.0,136.0
40.0,77.0
41.0,230.0
20.0,90.0
34.0,141.0
165.0,73.0
44.0,45.0
5.0,56.0
4.0,138.0
82.0,254.0
72.0,39.0
33.0,63.0
92.0,22.0
80.0,100.0
68.0,259.0
15.0,677.0
11.0,243.0
192.0,54.0
37.0,70.0
18.0,76.0
27.0,128.0
69.0,153.0
64.0,38.0
6.0,93.0
9.0,60.0
374.0,50.0
103.0,94.0
81.0,30.0
58.0,21.0
116.0,86.0
74.0,146.0
10.0,97.0
14.0,109.0
71.0,166.0
43.0,78.0
26.0,101.0
61.0,35.0
59.0,79.0
48.0,85.0
3.0,137.0
8.0,46.0
55.0,96.0
42.0,84.0
102.0,32.0
99.0,23.0
163.0,112.0
98.0,751.0
13.0,83.0
16.0,36.0
66.0,75.0
105.0,107.0
19.0,110.0
49.0,28.0
158.0,65.0
57.0,53.0
2.0,120.0
1.0,87.0
47.0,89.0
52.0,62.0
51.0,17.0
12.0,40.0
20.0,41.0
34.0,165.0
5.0,44.0
4.0,82.0
33.0,72.0
92.0,80.0
68.0,15.0
11.0,192.0
18.0,37.0
27.0,69.0
6.0,64.0
9.0,374.0
81.0,103.0
58.0,116.0
74.0,10.0
14.0,71.0
26.0,43.0
59.0,61.0
48.0,3.0
8.0,55.0
102.0,42.0
99.0,163.0
13.0,98.0
16.0,66.0
19.0,105.0
158.0,49.0
2.0,57.0
1.0,47.0
52.0,51.0
12.0,20.0
5.0,34.0
4.0,33.0
92.0,68.0
11.0,18.0
6.0,27.0
9.0,81.0
74.0,58.0
14.0,26.0
48.0,59.0
8.0,102.0
99.0,13.0
16.0,19.0
2.0,158.0
1.0,52.0
5.0,12.0
92.0,4.0
11.0,6.0
74.0,9.0
48.0,14.0
8.0,99.0
2.0,16.0
1.0,5.0
11.0,92.0
74.0,48.0
2.0,8.0
11.0,1.0
2.0,74.0
2.0,11.0
122.0,119.0
119.0,145.0
122.0,125.0
145.0,62.0
119.0,148.0
125.0,163.0
122.0,153.0
62.0,194.0
145.0,117.0
148.0,326.0
119.0,191.0
125.0,190.0
163.0,104.0
122.0,132.0
153.0,103.0
62.0,172.0
194.0,248.0
145.0,151.0
117.0,259.0
148.0,108.0
326.0,609.0
191.0,154.0
119.0,218.0
125.0,121.0
190.0,150.0
163.0,124.0
104.0,424.0
122.0,198.0
132.0,152.0
153.0,247.0
103.0,134.0
53.0,65.0
65.0,49.0
53.0,115.0
65.0,61.0
49.0,84.0
115.0,81.0
53.0,73.0
61.0,110.0
65.0,75.0
84.0,46.0
49.0,69.0
115.0,186.0
81.0,41.0
53.0,124.0
73.0,88.0
110.0,35.0
61.0,76.0
65.0,167.0
75.0,57.0
46.0,113.0
84.0,111.0
69.0,126.0
49.0,197.0
115.0,67.0
186.0,70.0
81.0,105.0
41.0,98.0
53.0,97.0
124.0,191.0
88.0,352.0
73.0,39.0
80.0,37.0
80.0,129.0
37.0,54.0
129.0,67.0
80.0,57.0
54.0,123.0
37.0,113.0
67.0,36.0
129.0,153.0
80.0,176.0
57.0,209.0
123.0,63.0
54.0,235.0
113.0,244.0
37.0,124.0
36.0,119.0
67.0,89.0
153.0,304.0
129.0,53.0
176.0,322.0
80.0,291.0
209.0,125.0
57.0,392.0
63.0,140.0
123.0,183.0
235.0,81.0
54.0,118.0
244.0,74.0
113.0,1127.0
124.0,207.0
37.0,461.0
132.0,104.0
104.0,233.0
132.0,125.0
104.0,162.0
233.0,161.0
125.0,120.0
132.0,112.0
162.0,48.0
104.0,101.0
233.0,148.0
161.0,201.0
125.0,96.0
120.0,365.0
132.0,165.0
112.0,176.0
48.0,108.0
162.0,122.0
104.0,360.0
101.0,175.0
148.0,59.0
233.0,265.0
161.0,403.0
201.0,114.0
96.0,224.0
125.0,138.0
120.0,174.0
365.0,54.0
132.0,78.0
165.0,127.0
112.0,130.0
176.0,38.0
90.0,55.0
55.0,40.0
90.0,135.0
55.0,102.0
40.0,77.0
135.0,139.0
90.0,45.0
102.0,23.0
55.0,100.0
40.0,133.0
77.0,114.0
135.0,58.0
139.0,52.0
90.0,75.0
45.0,98.0
23.0,171.0
102.0,435.0
100.0,275.0
55.0,199.0
40.0,99.0
133.0,101.0
77.0,182.0
114.0,72.0
58.0,97.0
135.0,120.0
139.0,111.0
52.0,161.0
75.0,92.0
90.0,248.0
98.0,169.0
45.0,128.0
28.0,66.0
66.0,20.0
28.0,4.0
20.0,3.0
66.0,107.0
28.0,109.0
4.0,33.0
3.0,35.0
20.0,17.0
107.0,6.0
66.0,12.0
109.0,38.0
28.0,8.0
33.0,16.0
4.0,21.0
35.0,62.0
20.0,32.0
17.0,44.0
107.0,51.0
66.0,34.0
12.0,43.0
38.0,9.0
109.0,401.0
28.0,26.0
16.0,70.0
33.0,79.0
21.0,317.0
100.0,78.0
100.0,98.0
78.0,114.0
98.0,103.0
100.0,104.0
78.0,53.0
114.0,60.0
98.0,206.0
103.0,102.0
100.0,80.0
104.0,92.0
53.0,177.0
78.0,126.0
114.0,117.0
60.0,101.0
206.0,69.0
98.0,94.0
103.0,165.0
102.0,85.0
80.0,408.0
100.0,130.0
104.0,172.0
92.0,149.0
53.0,93.0
177.0,129.0
126.0,134.0
78.0,814.0
114.0,157.0
117.0,645.0
101.0,108.0
60.0,120.0
16.0,12.0
16.0,5.0
12.0,10.0
16.0,13.0
5.0,9.0
10.0,4.0
12.0,21.0
16.0,1.0
13.0,8.0
5.0,41.0
9.0,28.0
10.0,7.0
4.0,22.0
12.0,6.0
21.0,39.0
1.0,54.0
16.0,18.0
13.0,38.0
8.0,59.0
5.0,26.0
41.0,15.0
28.0,74.0
9.0,24.0
7.0,36.0
10.0,72.0
22.0,56.0
4.0,37.0
6.0,43.0
12.0,31.0
21.0,33.0
39.0,3.0
54.0,32.0
18.0,131.0
16.0,46.0
13.0,48.0
38.0,227.0
59.0,65.0
26.0,135.0
41.0,79.0
15.0,27.0
74.0,14.0
28.0,66.0
24.0,64.0
36.0,30.0
72.0,76.0
10.0,40.0
22.0,19.0
56.0,25.0
37.0,105.0
43.0,87.0
31.0,63.0
12.0,58.0
33.0,17.0
21.0,35.0
39.0,50.0
3.0,14.0
3.0,19.0
14.0,9.0
19.0,49.0
3.0,39.0
14.0,36.0
9.0,11.0
19.0,1.0
49.0,25.0
3.0,22.0
39.0,58.0
14.0,6.0
36.0,5.0
9.0,7.0
11.0,4.0
1.0,21.0
19.0,105.0
49.0,15.0
25.0,223.0
3.0,35.0
22.0,16.0
58.0,8.0
39.0,43.0
6.0,24.0
14.0,26.0
36.0,60.0
5.0,56.0
9.0,57.0
7.0,31.0
11.0,143.0
4.0,33.0
1.0,51.0
21.0,29.0
105.0,68.0
19.0,114.0
15.0,61.0
49.0,42.0
25.0,73.0
223.0,13.0
3.0,69.0
35.0,20.0
22.0,40.0
16.0,79.0
58.0,72.0
43.0,53.0
39.0,10.0
6.0,41.0
24.0,63.0
26.0,65.0
14.0,30.0
60.0,17.0
36.0,18.0
56.0,28.0
9.0,88.0
57.0,37.0
31.0,75.0
143.0,74.0
33.0,45.0
4.0,27.0
22.0,54.0
54.0,38.0
22.0,37.0
38.0,1.0
54.0,199.0
22.0,73.0
37.0,49.0
1.0,60.0
38.0,51.0
54.0,84.0
199.0,25.0
22.0,75.0
73.0,9.0
37.0,141.0
49.0,14.0
1.0,97.0
60.0,281.0
51.0,74.0
38.0,147.0
84.0,18.0
54.0,168.0
199.0,276.0
25.0,164.0
22.0,79.0
75.0,119.0
73.0,524.0
9.0,88.0
37.0,105.0
141.0,150.0
49.0,91.0
14.0,117.0
10.0,62.0
62.0,7.0
10.0,12.0
62.0,6.0
7.0,89.0
12.0,102.0
10.0,21.0
6.0,50.0
62.0,68.0
7.0,30.0
89.0,83.0
102.0,121.0
12.0,127.0
21.0,59.0
10.0,53.0
6.0,69.0
50.0,71.0
68.0,143.0
62.0,29.0
7.0,82.0
30.0,47.0
89.0,64.0
83.0,23.0
102.0,24.0
121.0,45.0
127.0,43.0
12.0,130.0
21.0,31.0
59.0,106.0
53.0,65.0
10.0,41.0
182.0,56.0
182.0,63.0
56.0,8.0
182.0,3.0
63.0,33.0
56.0,115.0
8.0,42.0
3.0,103.0
182.0,220.0
63.0,66.0
33.0,70.0
115.0,125.0
56.0,98.0
42.0,193.0
8.0,120.0
3.0,109.0
103.0,44.0
220.0,80.0
182.0,27.0
66.0,19.0
63.0,87.0
70.0,158.0
33.0,77.0
125.0,34.0
115.0,442.0
98.0,181.0
56.0,26.0
42.0,32.0
193.0,296.0
120.0,108.0
8.0,67.0
51.0,11.0
11.0,85.0
51.0,22.0
11.0,56.0
85.0,57.0
22.0,100.0
51.0,17.0
11.0,90.0
56.0,135.0
57.0,25.0
85.0,62.0
100.0,196.0
22.0,154.0
51.0,97.0
17.0,94.0
11.0,81.0
90.0,65.0
135.0,87.0
56.0,66.0
25.0,121.0
57.0,103.0
62.0,83.0
85.0,30.0
100.0,46.0
196.0,82.0
154.0,53.0
22.0,55.0
97.0,29.0
51.0,63.0
94.0,54.0
17.0,73.0
9.0,37.0
9.0,15.0
37.0,64.0
9.0,26.0
15.0,58.0
64.0,24.0
37.0,23.0
9.0,50.0
26.0,42.0
15.0,34.0
58.0,246.0
24.0,35.0
64.0,19.0
23.0,47.0
37.0,12.0
50.0,60.0
42.0,191.0
26.0,28.0
34.0,49.0
246.0,31.0
58.0,21.0
24.0,43.0
35.0,74.0
64.0,72.0
23.0,52.0
47.0,44.0
37.0,39.0
8.0,1.0
1.0,3.0
8.0,9.0
1.0,4.0
1.0,7.0
1.0,8.0
4.0,7.0
8.0,4.0
7.0,8.0
3.0,5.0
3.0,6.0
9.0,3.0
5.0,6.0
9.0,5.0
6.0,9.0
13.0,14.0
14.0,10.0
13.0,28.0
10.0,20.0
10.0,23.0
23.0,20.0
18.0,25.0
28.0,25.0
28.0,18.0
13.0,17.0
13.0,21.0
21.0,17.0
14.0,19.0
14.0,22.0
19.0,22.0
133.0,24.0
24.0,166.0
133.0,45.0
24.0,101.0
166.0,162.0
133.0,128.0
45.0,112.0
24.0,171.0
101.0,164.0
166.0,69.0
162.0,80.0
128.0,105.0
133.0,71.0
112.0,207.0
45.0,145.0
24.0,120.0
171.0,134.0
164.0,124.0
101.0,132.0
69.0,275.0
166.0,660.0
162.0,127.0
80.0,177.0
105.0,342.0
128.0,205.0
133.0,372.0
71.0,136.0
112.0,183.0
207.0,327.0
145.0,237.0
45.0,403.0
104.0,151.0
151.0,113.0
104.0,199.0
151.0,147.0
113.0,116.0
104.0,325.0
199.0,553.0
147.0,158.0
151.0,130.0
116.0,123.0
113.0,209.0
104.0,156.0
325.0,279.0
199.0,122.0
553.0,192.0
147.0,115.0
158.0,227.0
151.0,353.0
130.0,106.0
116.0,95.0
123.0,188.0
209.0,262.0
113.0,265.0
104.0,495.0
156.0,319.0
279.0,423.0
325.0,89.0
199.0,92.0
122.0,219.0
192.0,224.0
553.0,88.0
92.0,23.0
23.0,91.0
92.0,329.0
23.0,114.0
91.0,142.0
92.0,109.0
329.0,93.0
23.0,107.0
114.0,280.0
142.0,227.0
91.0,429.0
109.0,201.0
92.0,347.0
93.0,117.0
329.0,200.0
23.0,243.0
107.0,317.0
280.0,116.0
114.0,374.0
142.0,89.0
227.0,170.0
429.0,285.0
91.0,803.0
109.0,306.0
201.0,194.0
347.0,187.0
92.0,
93.0,120.0
117.0,128.0
200.0,675.0
329.0,75.0
90.0,156.0
82.0,56.0
242.0,805.0
190.0,217.0
160.0,524.0
43.0,85.0
371.0,650.0
234.0,317.0
161.0,325.0
142.0,135.0
327.0,366.0
286.0,226.0
431.0,912.0
80.0,196.0
1127.0,
391.0,
,
,
1018.0,1211.0
258.0,1035.0
727.0,
47.0,303.0
,
1247.0,
,
,
,
439.0,
1278.0,
1204.0,856.0
,
1001.0,
1199.0,
1275.0,1199.0
,
,
,
165.0,1204.0
478.0,
358.0,
,
475.0,1008.0
,
663.0,
575.0,
214.0,
,
603.0,
,
1036.0,
,
,
745.0,657.0
337.0,543.0
169.0,
122.0,
,
423.0,879.0
6.0,42.0
23.0,11.0
23.0,6.0
20.0,46.0
13.0,3.0
37.0,9.0
3.0,9.0
13.0,37.0
33.0,17.0
129.0,18.0
18.0,17.0
129.0,33.0
40.0,30.0
38.0,22.0
30.0,22.0
38.0,40.0
96.0,45.0
28.0,139.0
96.0,28.0
45.0,257.0
11.0,23.0
2.0,15.0
11.0,2.0
39.0,15.0
106.0,31.0
141.0,17.0
106.0,17.0
25.0,39.0
57.0,26.0
36.0,26.0
3.0,35.0
6.0,30.0
3.0,6.0
30.0,31.0
4.0,90.0
11.0,8.0
4.0,8.0
32.0,100.0
5.0,47.0
5.0,32.0
100.0,47.0
29.0,275.0
27.0,132.0
27.0,29.0
66.0,278.0
99.0,343.0
803.0,74.0
343.0,74.0
99.0,803.0
5.0,174.0
8.0,19.0
5.0,19.0
25.0,96.0
12.0,153.0
12.0,96.0
67.0,245.0
43.0,310.0
43.0,245.0
38.0,260.0
34.0,511.0
260.0,124.0
38.0,511.0
353.0,150.0
485.0,186.0
186.0,150.0
353.0,485.0
120.0,60.0
42.0,185.0
42.0,120.0
60.0,148.0
